('Christopher', 'Nolan', 'British'),
('Na', 'Hong-jin', 'South Korean'),
('Ryoo', 'Seung-wan', 'South Korean'),
('Kim', 'Jee-woon', 'South Korean'),
('Lee', 'Chang-dong', 'South Korean'),
('Lee', 'Hyo-jung', 'South Korean'),
('Lee', 'Hae-young', 'South Korean'),
('Lee', 'Joon-ik', 'South Korean'),
('Lee', 'Yoon-ki', 'South Korean'),
('Park', 'Hoon-jung', 'South Korean'),
('Ryoo', 'Seung-wan', 'South Korean'),
('Ciro', 'Guerra', 'Colombian'),
('Víctor', 'Gaviria', 'Colombian'),
('Carlos', 'Moreno', 'Colombian'),
('Simón', 'Brand', 'Colombian'),
('Sergio', 'Caballero', 'Colombian'),
('Andrés', 'Baiz', 'Colombian'),
('Catalina', 'Sandino Moreno', 'Colombian'),
('Jaime', 'Osorio', 'Colombian'),
('Rubén', 'Mendoza', 'Colombian'),
('Laura', 'Mora', 'Colombian'),
('Fernando', 'Valenzuela', 'Colombian'),
('Harold', 'Diaz', 'Colombian'),
('Simón', 'Brand', 'Colombian'),
('Andrés', 'Baiz', 'Colombian'),
('Catalina', 'Sandino Moreno', 'Colombian'),
('Jaime', 'Osorio', 'Colombian'),
('Rubén', 'Mendoza', 'Colombian'),
('Laura', 'Mora', 'Colombian'),
('Fernando', 'Valenzuela', 'Colombian'),
('Harold', 'Diaz', 'Colombian'),
('Jean-Luc', 'Godard', 'French-Swiss'),
('Claude', 'Barras', 'Swiss'),
('Lionel', 'Baier', 'Swiss'),
('Ursula', 'Meier', 'Swiss'),
('Markus', 'Imhoof', 'Swiss'),
('Alain', 'Tanner', 'Swiss'),
('Xavier', 'Koller', 'Swiss'),
('Silvio', 'Soldini', 'Swiss'),
('Fernand', 'Melgar', 'Swiss'),
('Samir', 'Mehanovic', 'Swiss'),
('Fred', 'Keller', 'Swiss'),
('Nicolas', 'Wadimoff', 'Swiss'),
('Iwan', 'Schumacher', 'Swiss'),
('Mike', 'Schaerer', 'Swiss'),
('Baran', 'Bo Odar', 'Swiss'),
('Vlado', 'Škafar', 'Swiss'),
('Christine', 'Repond', 'Swiss'),
('Werner', 'Swiss', 'Schwartz'),
('Stefan', 'Jäger', 'Swiss'),
('Urs', 'Egli', 'Swiss'),
('Lars', 'von Trier', 'Danish'),
('Thomas', 'Vinterberg', 'Danish'),
('Susanne', 'Bier', 'Danish'),
('Nicolas', 'Winding Refn', 'Danish'),
('Bille', 'August', 'Danish'),
('Anders', 'Thomas Jensen', 'Danish'),
('Ole', 'Bornedal', 'Danish'),
('Carl', 'Theodor Dreyer', 'Danish'),
('Lone', 'Scherfig', 'Danish'),
('Nils', 'Malmros', 'Danish'),
('Gabriel', 'Axel', 'Danish'),
('Morten', 'Arnfred', 'Danish'),
('Annette', 'K. Olesen', 'Danish'),
('Jannik', 'Johansen', 'Danish'),
('Max', 'Kestner', 'Danish'),
('Christoffer', 'Boe', 'Danish'),
('Nikolaj', 'Arcel', 'Danish'),
('Asta', 'Nielsen', 'Danish'),
('Søren', 'Kragh-Jacobsen', 'Danish'),
('Jørgen', 'Leth', 'Danish'),
('Fatih', 'Akın', 'German-Turkish'),
('Semih', 'Kaplanoglu', 'Turkish'),
('Zeki', 'Demirkubuz', 'Turkish'),
('Ferzan', 'Özpetek', 'Turkish'),
('Reha', 'Erdem', 'Turkish'),
('Yeşim', 'Ustaoğlu', 'Turkish'),
('Kutluğ', 'Ataman', 'Turkish'),
('Zeki', 'Ökten', 'Turkish'),
('Des', 'McAnuff', 'Canadian'),
('Cem', 'Yılmaz', 'Turkish'),
('Yılmaz', 'Güney', 'Turkish'),
('Nesli', 'Çölgeçen', 'Turkish'),
('Ferit', 'Karahan', 'Turkish'),
('Ömer', 'Kavur', 'Turkish'),
('Metin', 'Erksan', 'Turkish'),
('Kazım', 'Öz', 'Turkish'),
('Serdar', 'Akköse', 'Turkish'),
('Özcan', 'Alper', 'Turkish'),
('Andrzej', 'Wajda', 'Polish'),
('Krzysztof', 'Kieślowski', 'Polish'),
('Pawel', 'Pawlikowski', 'Polish'),
('Agnieszka', 'Holland', 'Polish'),
('Jerzy', 'Skolimowski', 'Polish'),
('Wojciech', 'Has', 'Polish'),
('Jerzy', 'Kawalerowicz', 'Polish'),
('Andrzej', 'Żuławski', 'Polish'),
('Władysław', 'Pasikowski', 'Polish'),
('Agnieszka', 'Smoczyńska', 'Polish'),
('Małgorzata', 'Szumowska', 'Polish'),
('Janusz', 'Majewski', 'Polish'),
('Piotr', 'Trzaskalski', 'Polish'),
('Jacek', 'Bławut', 'Polish'),
('Stanisław', 'Różewicz', 'Polish'),
('Kazimierz', 'Kutz', 'Polish'),
('Krzysztof', 'Zanussi', 'Polish'),
('Agnieszka', 'Wojtowicz-Vosloo', 'Polish'),
('Katarzyna', 'Adamik', 'Polish'),
('Chantal', 'Akerman', 'Belgian'),
('Jacques', 'Audiard', 'Belgian'),
('Bouli', 'Lanners', 'Belgian'),
('Felix', 'Van Groeningen', 'Belgian'),
('Agnes', 'Merlet', 'French'),
('Michaël', 'R. Roskam', 'Belgian'),
('Fien', 'Troch', 'Belgian'),
('Stijn', 'Coninx', 'Belgian'),
('Nicolas', 'Provost', 'Belgian'),
('Lukas', 'Dhont', 'Belgian'),
('Nabil', 'Ben Yadir', 'Belgian'),
('Gust Van', 'den Berghe', 'Belgian'),
('Majid', 'Majidi', 'Iranian'),
('Samira', 'Makhmalbaf', 'Iranian'),
('Bahram', 'Beizai', 'Iranian'),
('Rakhshan', 'Bani-Etemad', 'Iranian'),
('Mohammad', 'Rasoulof', 'Iranian'),
('Erik', 'Poppe', 'Norwegian'),
('Petter', 'Næss', 'Norwegian'),
('Morten', 'Tyldum', 'Norwegian'),
('Marius', 'Holst', 'Norwegian'),
('Erik', 'Skjoldbjærg', 'Norwegian'),
('Roar', 'Uthaug', 'Norwegian'),
('Iram', 'Haq', 'Norwegian'),
('André', 'Øvredal', 'Norwegian'),
('Arild', 'Frisch', 'Norwegian'),
('Vibeke', 'Løkkeberg', 'Norwegian'),
('Joachim', 'Rønning', 'Norwegian'),
('Espen', 'Sandberg', 'Norwegian'),
('Bent', 'Hamer', 'Norwegian'),
('Nils', 'Gaup', 'Norwegian'),
('Pal', 'Sletaune', 'Norwegian'),
('Jens', 'Lien', 'Norwegian'),
('Arne', 'Lindtner Næss', 'Norwegian'),
('Milos', 'Forman', 'Czech'),
('Jan', 'Svěrák', 'Czech'),
('Jan', 'Hřebejk', 'Czech'),
('Vera', 'Chytilova', 'Czech'),
('Ondrej', 'Trojan', 'Czech'),
('Juraj', 'Herz', 'Czech'),
('Bohdan', 'Sláma', 'Czech'),
('Alex', 'van Warmerdam', 'Dutch'),
('Jean', 'van de Velde', 'Dutch'),
('Dick', 'Maas', 'Dutch'),
('Nouchka', 'van Brakel', 'Dutch'),
('Fons', 'Rademakers', 'Dutch'),
('Aki', 'Kaurismäki', 'Finnish'),
('Mika', 'Kaurismäki', 'Finnish'),
('Klaus', 'Härö', 'Finnish'),
('Pirjo', 'Honkasalo', 'Finnish'),
('Aleksi', 'Mäkelä', 'Finnish'),
('Jalmari', 'Helander', 'Finnish'),
('Juho', 'Kuosmanen', 'Finnish'),
('Olli', 'Saarela', 'Finnish'),
('Susi', 'Ganesan', 'Finnish'),
('Peter', 'Lindholm', 'Finnish'),
('Markku', 'Pölönen', 'Finnish'),
('Saara', 'Cantell', 'Finnish'),
('Zaida', 'Bergroth', 'Finnish'),
('Dome', 'Karukoski', 'Finnish'),
('Arto', 'Halonen', 'Finnish'),
('Kaisa', 'Rastimo', 'Finnish'),
('Béla', 'Tarr', 'Hungarian'),
('István', 'Szabó', 'Hungarian'),
('Miklós', 'Jancsó', 'Hungarian'),
('Kornél', 'Mundruczó', 'Hungarian'),
('György', 'Pálfi', 'Hungarian'),
('Márta', 'Mészáros', 'Hungarian'),
('Nemes', 'László', 'Hungarian'),
('Ildikó', 'Enyedi', 'Hungarian'),
('Ferenc', 'Török', 'Hungarian'),
('Gyula', 'Maár', 'Hungarian'),
('Pál', 'Ferenc', 'Hungarian'),
('Péter', 'Gárdos', 'Hungarian'),
('Zoltán', 'Fábri', 'Hungarian'),
('Roland', 'Vranik', 'Hungarian'),
('Attila', 'Dung', 'Hungarian'),
('Gábor', 'Koltay', 'Hungarian'),
('Ethan', 'Coen', 'American'),
('Ava', 'DuVernay', 'American'),
('Greta', 'Gerwig', 'American'),
('Barry', 'Jenkins', 'American'),
('Jordan', 'Peele', 'American'),
('Kathryn', 'Bigelow', 'American'),
('Ryan', 'Coogler', 'American'),
('Lulu', 'Wang', 'American'),
('Marielle', 'Heller', 'American'),
('Dee', 'Rees', 'American'),
('Robert', 'Eggers', 'American'),
('Ari', 'Aster', 'American'),
('Benny', 'Safdie', 'American'),
('Josh', 'Safdie', 'American'),
('Mike', 'Leigh', 'British'),
('Steve', 'McQueen', 'British'),
('Sam', 'Mendes', 'British'),
('Danny', 'Boyle', 'British'),
('Richard', 'Curtis', 'British'),
('Paul', 'Greengrass', 'British'),
('Edgar', 'Wright', 'British'),
('Andrew', 'Haigh', 'British'),
('Paddy', 'Considine', 'British'),
('Amma', 'Asante', 'British'),
('Clio', 'Barnard', 'British'),
('Andrea', 'Arnold', 'British'),
('Matthew', 'Vaughn', 'British'),
('Shane', 'Meadows', 'British'),
('Jonathan', 'Glazer', 'British'),
('Garth', 'Jennings', 'British'),
('Ralph', 'Fiennes', 'British'),
('Sharmeen', 'Obaid-Chinoy', 'Pakistani'),
('Jami', 'Meemar', 'Pakistani'),
('Asim', 'Abbasi', 'Pakistani'),
('Sarmad', 'Khoosat', 'Pakistani'),
('Mehreen', 'Jabbar', 'Pakistani'),
('Nabeel', 'Qureshi', 'Pakistani'),
('Shoaib', 'Mansoor', 'Pakistani'),
('Nadeem', 'Baig', 'Pakistani'),
('Adeel', 'Hussain', 'Pakistani'),
('Jawad', 'Bashir', 'Pakistani'),
('Bilal', 'Lashari', 'Pakistani'),
('Khalid', 'Ahmed', 'Pakistani'),
('Faisal', 'Qureshi', 'Pakistani'),
('Jenna', 'Bass', 'South African'),
('Khalo', 'Matabane', 'South African'),
('Oliver', 'Schmitz', 'South African'),
('Sibs', 'Shongwe-La Mer', 'South African'),
('Michael', 'Matthews', 'South African'),
('Brett', 'Michael Innes', 'South African'),
('Jahmil', 'X.T. Qubeka', 'South African'),
('Gavin', 'Hood', 'South African'),
('Roland', 'Emmerich', 'South African'),
('Grietjie', 'Lee', 'South African'),
('Sunu', 'Gonera', 'South African'),
('Paul', 'Ehlers', 'South African'),
('Gert', 'Van Niekerk', 'South African'),
('Issa', 'López', 'Mexican'),
('Arturo', 'Ripstein', 'Mexican'),
('Jaime', 'Humberto Hermosillo', 'Mexican'),
('Everardo', 'Gout', 'Mexican'),
('Isaac', 'Ezban', 'Mexican'),
('Kyzza', 'Terrazas', 'Mexican'),
('Cary', 'Fukunaga', 'Mexican'),
('Alonso', 'Ruizpalacios', 'Mexican'),
('Rafael', 'Cárdenas', 'Mexican'),
('Matias', 'Meyer', 'Mexican'),
('Alonso', 'Ruizpalacios', 'Mexican'),
('Joaquín', 'Del Paso', 'Mexican'),
('Walt', 'Banger', 'Nigerian'),
('Tope', 'Oshin', 'Nigerian'),
('Mauritz', 'Stiller', 'Swedish'),
('Gustaf', 'Molander', 'Swedish'),
('Victor', 'Sjöström', 'Swedish'),
('Mikael', 'Håfström', 'Swedish'),
('Johan', 'Renck', 'Swedish'),
('Mats', 'Grorud', 'Swedish'),
('Pernilla', 'August', 'Swedish'),
('Leif', 'Lindblom', 'Swedish'),
('Ulf', 'Malmros', 'Swedish'),
('Marie', 'Louise Ekman', 'Swedish'),
('Lu', 'Chuan', 'Chinese'),
('Jia', 'Zhangke', 'Chinese'),
('Zhang', 'Yimou', 'Chinese'),
('Kiko', 'Goifman', 'Brazilian'),
('Ugo', 'Giorgetti', 'Brazilian'),
('Nicolás', 'Goldbart', 'Argentinian'),
('Ana', 'Katz', 'Argentinian'),
('Néstor', 'Montalbano', 'Argentinian'),
('Daniel', 'Gimelberg', 'Argentinian'),
('Juan', 'Taratuto', 'Argentinian'),
('Victoria', 'Galardi', 'Argentinian'),
('Kim', 'Tae-yong', 'South Korean'),
('Lee', 'Jeong-beom', 'South Korean'),
('Lee', 'Byeong-heon', 'South Korean'),
('Chung', 'Chang-wha', 'South Korean'),
('Russell', 'Mulcahy', 'Australian'),
('Simon', 'Wincer', 'Australian'),
('George', 'Miller', 'Australian'),
('Bruce', 'Beresford', 'Australian'),
('Gregor', 'Jordan', 'Australian'),
('Peter', 'Weir', 'Australian'),
('Ray', 'Lawrence', 'Australian'),
('John', 'Hillcoat', 'Australian'),
('Andrew', 'Dominik', 'Australian'),
('Zeki', 'Demirkubuz', 'Turkish'),
('Yavuz', 'Turgul', 'Turkish'),
('Ömer', 'Kavur', 'Turkish'),
('Cagan', 'Irmak', 'Turkish'),
('Necip', 'Caghan', 'Turkish'),
('Çağan', 'Irmak', 'Turkish'),
('Dervis', 'Zaim', 'Turkish'),
('Cesar', 'Diaz', 'Guatemalan'),
('Cem', 'Kaplinoglu', 'Turkish'),
('Zoya', 'Akhtar', 'Indian'),
('Ram', 'Gopal Varma', 'Indian'),
('Anurag', 'Basu', 'Indian'),
('Ashutosh', 'Gowariker', 'Indian'),
('Andrzej', 'Żuławski', 'Polish'),
('Paweł', 'Maślona', 'Polish'),
('Małgorzata', 'Szumowska', 'Polish'),
('Mike', 'van Diem', 'Dutch'),
('Theo', 'van Gogh', 'Dutch'),
('Roel', 'Reine', 'Dutch'),
('Fons', 'Rademakers', 'Dutch'),
('Pablo', 'Larrain', 'Chilean'),
('Sebastian', 'Lelio', 'Chilean'),
('Andrés', 'Wood', 'Chilean'),
('Matias', 'Bize', 'Chilean'),
('Patricio', 'Guzmán', 'Chilean'),
('Silvio', 'Caiozzi', 'Chilean'),
('Alicia', 'Scherson', 'Chilean'),
('Marialy', 'Rivas', 'Chilean'),
('Rodrigo', 'Sepúlveda', 'Chilean'),
('Nicanor', 'Loreti', 'Chilean'),
('José', 'Bohr', 'Chilean'),
('Ignacio', 'Aguero', 'Chilean'),
('Christian', 'Jimenéz', 'Chilean'),
('Raul', 'Ruiz', 'Chilean'),
('Alberto', 'Fuguet', 'Chilean'),
('Dominga', 'Sotomayor', 'Chilean'),
('Johnnie', 'To', 'Hong Kong'),
('Tsui', 'Hark', 'Hong Kong'),
('Stephen', 'Chow', 'Hong Kong'),
('Ann', 'Hui', 'Hong Kong'),
('Andrew', 'Lau', 'Hong Kong'),
('John', 'Woo', 'Hong Kong'),
('Fruit', 'Chan', 'Hong Kong'),
('Johnnie', 'To', 'Hong Kong'),
('Wilson', 'Yip', 'Hong Kong'),
('Ringo', 'Lam', 'Hong Kong'),
('Andrew', 'Lau', 'Hong Kong'),
('Patrick', 'Tam', 'Hong Kong'),
('Stanley', 'Kwan', 'Hong Kong'),
('Hans', 'Petter Moland', 'Norwegian'),
('Morten', 'Tyldum', 'Norwegian'),
('André', 'Øvredal', 'Norwegian'),
('Iram', 'Haq', 'Norwegian'),
('Bent', 'Hamer', 'Norwegian'),
('Eskil', 'Vogt', 'Norwegian'),
('Petter', 'Næss', 'Norwegian'),
('Rune', 'Denstad Langlo', 'Norwegian'),
('Arild', 'Frisch', 'Norwegian'),
('Håvard', 'Bustnes', 'Norwegian'),
('Pål', 'Sletaune', 'Norwegian'),
('Nina', 'Grünfeld', 'Norwegian'),
('Aleksander', 'Nordaas', 'Norwegian'),
('Thomas', 'Cappelen Malling', 'Norwegian'),
('Maria', 'Sødahl', 'Norwegian'),
('Roar', 'Uthaug', 'Norwegian'),
('Jon', 'Wright', 'Norwegian'),
('Anders', 'Thomas Jensen', 'Danish'),
('Nicolas', 'Winding Refn', 'Danish'),
('Ole', 'Bornedal', 'Danish'),
('Nikolaj', 'Arcel', 'Danish'),
('Bille', 'August', 'Danish'),
('Gabriel', 'Axel', 'Danish'),
('Carl', 'Theodor Dreyer', 'Danish'),
('Henning', 'Carlsen', 'Danish'),
('Lone', 'Scherfig', 'Danish'),
('Per', 'Fly', 'Danish'),
('Astrid', 'Henning-Jensen', 'Danish'),
('Hani', 'Ramzy', 'Egyptian'),
('Enas', 'El Degheidy', 'Egyptian'),
('Omar', 'Shahin', 'Egyptian'),
('Marwan', 'Hamed', 'Egyptian'),
('Ahmed', 'Awad', 'Egyptian'),
('Atef', 'Hetata', 'Egyptian'),
('Anocha', 'Suwichakornpong', 'Thai'),
('Prachya', 'Pinkaew', 'Thai'),
('Pimpaka', 'Towira', 'Thai'),
('Sarmad', 'Khoosat', 'Pakistani'),
('Nabeel', 'Qureshi', 'Pakistani'),
('Asim', 'Raza', 'Pakistani'),
('Mehreen', 'Jabbar', 'Pakistani'),
('Jami', 'Meem', 'Pakistani'),
('Shehzad', 'Rafique', 'Pakistani'),
('Syed', 'Noor', 'Pakistani'),
('Jawad', 'Bashir', 'Pakistani'),
('Mehreen', 'Jabbar', 'Pakistani'),
('Nadeem', 'Baig', 'Pakistani'),
('Aabis', 'Raza', 'Pakistani'),
('Adnan', 'Sarwar', 'Pakistani'),
('Babar', 'Javed', 'Pakistani'),
('Farooq', 'Rind', 'Pakistani'),
('Faysal', 'Qureshi', 'Pakistani'),
('Hassan', 'Askari', 'Pakistani'),
('Kashan', 'Admani', 'Pakistani'),
('Mazhar', 'Moin', 'Pakistani'),
('Mehreen', 'Jabbar', 'Pakistani'),
('Mehwish', 'Mansoor', 'Pakistani'),
('Mohsin', 'Talat', 'Pakistani'),
('Nadeem', 'Baig', 'Pakistani'),
('Nadeem', 'Cheema', 'Pakistani'),
('Nadeem', 'Khan', 'Pakistani'),
('Nadeem', 'Mandviwalla', 'Pakistani'),
('Nashit', 'Zaigham', 'Pakistani'),
('Imran', 'Malik', 'Pakistani'),
('Shahid', 'Shafaat', 'Pakistani'),
('Azfar', 'Jafri', 'Pakistani'),
('Syed', 'Atif', 'Pakistani'),
('Usman', 'Riaz', 'Pakistani'),
('Saife', 'Hassan', 'Pakistani'),
('Kamran', 'Hafeez', 'Pakistani'),
('Adeel', 'Qamar', 'Pakistani'),
('Faisal', 'Saif', 'Pakistani'),
('Babar', 'Javed', 'Pakistani'),
('Usman', 'Mukhtar', 'Pakistani'),
('Mehreen', 'Jabbar', 'Pakistani'),
('Kamran', 'Shahid', 'Pakistani'),
('Tomas', 'Alfredson', 'Swedish'),
('Lisa', 'Siwe', 'Swedish'),
('Ella', 'Lemhagen', 'Swedish'),
('Ruben', 'Östlund', 'Swedish'),
('Vilgot', 'Sjöman', 'Swedish'),
('Bo', 'Widerberg', 'Swedish'),
('Mauritz', 'Stiller', 'Swedish'),
('Gustaf', 'Molander', 'Swedish'),
('Victor', 'Sjöström', 'Swedish'),
('Mikael', 'Håfström', 'Swedish'),
('Johan', 'Renck', 'Swedish'),
('Mats', 'Grorud', 'Swedish'),
('Pernilla', 'August', 'Swedish'),
('Leif', 'Lindblom', 'Swedish'),
('Ulf', 'Malmros', 'Swedish'),
('Steven', 'Spielberg', 'American'),
('Stanley', 'Kubrick', 'American'),
('Sofia', 'Coppola', 'American'),
('Spike', 'Lee', 'American'),
('Sam', 'Mendes', 'British'),
('Sidney', 'Lumet', 'American'),
('Susanne', 'Bier', 'Danish'),
('Sean', 'Penn', 'American'),
('Sergei', 'Eisenstein', 'Russian'),
('Sam', 'Raimi', 'American'),
('Sally', 'Potter', 'British'),
('Sergio', 'Leone', 'Italian'),
('Sophie', 'Fiennes', 'British'),
('Steve', 'McQueen', 'British'),
('Shane', 'Carruth', 'American'),
('Stephen', 'Daldry', 'British'),
('Stanley', 'Donen', 'American'),
('Susan', 'Seidelman', 'American'),
('Sam', 'Taylor-Johnson', 'British'),
('Stefan', 'Ruzowitzky', 'Austrian'),
('Stan', 'Brakhage', 'American'),
('Sofia', 'Loren', 'Italian'),
('Scott', 'Hicks', 'Australian'),
('Steve', 'James', 'American'),
('Sarah', 'Polley', 'Canadian'),
('Stellan', 'Skarsgård', 'Swedish'),
('Sharon', 'Maguire', 'British'),
('Simon', 'Curtis', 'British'),
('Sion', 'Sono', 'Japanese'),
